"id","team","year","wins","losses","sos","winstreak","playoffs","playoffNum","oPts","oYds","oPly","oYpp","oFD","oPaCmp","oPaAtt","oPaYds","oPaTD","oPaInt","oPaYpa","oPaFD","oRuAtt","oRuYds","oRuTD","oRuYpa","oRuFD","oTO","dPts","dYds","dPly","dYpp","dFD","dPaCmp","dPaAtt","dPaYds","dPaTD","dPaInt","dPaYpa","dPaFD","dRuAtt","dRuYds","dRuTD","dRuYpa","dRuFD","dTO","oPtsRk","oYdsRk","oFDRk","oPaAttRk","oPaYdsRk","oPaTDRk","oPaIntRk","oPaYpaRk","oRuAttRk","oRuYdsRk","oRuTDRk","oRuYpaRk","oTORk","dPtsRk","dYdsRk","dFDRk","dPaAttRk","dPaYdsRk","dPaTDRk","dPaIntRk","dPaYpaRk","dRuAttRk","dRuYdsRk","dRuTDRk","dRuYpaRk","dTORk","scaleid","scaleteam","scaleyear","scalewins","scalelosses","scalesos","scalewinstreak","scaleplayoffs","scaleoPts","scaleoYds","scaleoPly","scaleoYpp","scaleoFD","scaleoPaCmp","scaleoPaAtt","scaleoPaYds","scaleoPaTD","scaleoPaInt","scaleoPaYpa","scaleoPaFD","scaleoRuAtt","scaleoRuYds","scaleoRuTD","scaleoRuYpa","scaleoRuFD","scaleoTO","scaledPts","scaledYds","scaledPly","scaledYpp","scaledFD","scaledPaCmp","scaledPaAtt","scaledPaYds","scaledPaTD","scaledPaInt","scaledPaYpa","scaledPaFD","scaledRuAtt","scaledRuYds","scaledRuTD","scaledRuYpa","scaledRuFD","scaledTO","scaleoPtsRk","scaleoYdsRk","scaleoFDRk","scaleoPaAttRk","scaleoPaYdsRk","scaleoPaTDRk","scaleoPaIntRk","scaleoPaYpaRk","scaleoRuAttRk","scaleoRuYdsRk","scaleoRuTDRk","scaleoRuYpaRk","scaleoTORk","scaledPtsRk","scaledYdsRk","scaledFDRk","scaledPaAttRk","scaledPaYdsRk","scaledPaTDRk","scaledPaIntRk","scaledPaYpaRk","scaledRuAttRk","scaledRuYdsRk","scaledRuTDRk","scaledRuYpaRk","scaledTORk"
"3413","cle","1972","10","4","-1.1","2","Division","2","268","3709","817","4.5","215","158","337","1916","13","19","5.3","101","453","1793","13","4","102","28","249","4069","868","4.7","240","160","310","1736","14","13","5","89","520","2333","13","4.5","130","29","17","19","21","18","21","16","13","17","19","19","15","18","5","9","16","17","3","3","9","21","7","21","24","13","22","17","24",NULL,"0","69","31","44.444","14",NULL,"51","28","39","31.579","29","53","54","48","30","53","36.111","60","42","33","46","35.294","33","31","28","40","59","29.412","53","32","8","4","41","32","17.241","13","82","68","33","68.75","76","27","64","72","80","68","80","60","50","64","72","72","56","68","16","32","60","64","8","8","32","80","24","83","92","48","84","64"
"3482","ram","1973","12","2","-1.7","6","Division","2","388","4906","947","5.2","294","144","271","1981","22","11","6.9","101","659","2925","18","4.4","177","20","178","2951","739","4","173","179","328","1681","10","20","4.5","87","366","1270","5","3.5","71","38","1","1","1","23","13","3","2","1","1","2","2","5","1","4","1","1","11","7","4","8","6","1","1","1","5","5","88",NULL,"0","100","0","17.91","100",NULL,"100","100","100","93.75","100","27","22","49","82","10","100","47","100","90","87","65","100","0","9","0","0","15.789","0","38","50","22","24","37","30.303","22","0","0","0","11.111","0","50","0","0","0","88","48","8","4","0","0","4","4","16","0","12","0","0","40","24","12","28","20","0","0","0","16","16"
"3483","ram","1973","12","2","-1.7","6","Division","2","388","4906","947","5.2","294","144","271","1981","22","11","6.9","101","659","2925","18","4.4","177","20","178","2951","739","4","173","179","328","1681","10","20","4.5","87","366","1270","5","3.5","71","38","1","1","1","23","13","3","2","1","1","2","2","5","1","4","1","1","11","7","4","8","6","1","1","1","5","5","88",NULL,"0","100","0","17.91","100",NULL,"100","100","100","93.75","100","27","22","49","82","10","100","47","100","90","87","65","100","0","9","0","0","15.789","0","38","50","22","24","37","30.303","22","0","0","0","11.111","0","50","0","0","0","88","48","8","4","0","0","4","4","16","0","12","0","0","40","24","12","28","20","0","0","0","16","16"
"3484","cin","1973","10","4","-1","6","Division","2","286","4512","871","5.2","252","180","332","2276","18","12","6.4","108","515","2236","13","4.3","124","26","231","3705","840","4.4","219","182","338","1898","9","18","5","97","459","1807","15","3.9","109","34","11","5","6","13","8","7","3","3","10","7","12","6","2","11","8","10","15","13","3","11","11","7","8","17","8","10","20",NULL,"0","82","18","28.358","100",NULL,"55","78","56","93.75","61","47","45","64","64","14","85.294","55","47","50","53","60","48","19","27","34","48","36.842","34","41","55","35","19","30","45.455","33","44","34","56","33.333","54","38","40","16","20","48","28","24","8","8","36","24","44","20","4","40","28","36","56","48","8","40","40","24","28","64","28","36"
"3485","was","1973","10","4","-1.7","1","Division","2","325","3797","862","4.4","232","209","372","2358","20","14","5.9","131","459","1439","9","3.1","76","32","198","3779","939","4","233","203","406","2176","12","26","4.7","119","480","1603","8","3.3","89","44","6","18","14","9","6","5","8","7","18","25","20","26","12","6","9","15","25","18","9","2","8","8","4","6","1","2","56",NULL,"0","82","18","17.91","17",NULL,"72","38","50","43.75","42","63","60","68","73","24","70.588","82","27","3","27","0","0","38","16","38","95","15.789","45","58","94","51","33","59","36.364","58","54","21","17","0","25","68","20","68","52","32","20","16","29","24","68","96","76","100","44","20","32","56","96","68","32","4","28","28","12","20","0","4"
"3486","was","1973","10","4","-1.7","1","Division","2","325","3797","862","4.4","232","209","372","2358","20","14","5.9","131","459","1439","9","3.1","76","32","198","3779","939","4","233","203","406","2176","12","26","4.7","119","480","1603","8","3.3","89","44","6","18","14","9","6","5","8","7","18","25","20","26","12","6","9","15","25","18","9","2","8","8","4","6","1","2","56",NULL,"0","82","18","17.91","17",NULL,"72","38","50","43.75","42","63","60","68","73","24","70.588","82","27","3","27","0","0","38","16","38","95","15.789","45","58","94","51","33","59","36.364","58","54","21","17","0","25","68","20","68","52","32","20","16","29","24","68","96","76","100","44","20","32","56","96","68","32","4","28","28","12","20","0","4"
"3487","was","1973","10","4","-1.7","1","Division","2","325","3797","862","4.4","232","209","372","2358","20","14","5.9","131","459","1439","9","3.1","76","32","198","3779","939","4","233","203","406","2176","12","26","4.7","119","480","1603","8","3.3","89","44","6","18","14","9","6","5","8","7","18","25","20","26","12","6","9","15","25","18","9","2","8","8","4","6","1","2","56",NULL,"0","82","18","17.91","17",NULL,"72","38","50","43.75","42","63","60","68","73","24","70.588","82","27","3","27","0","0","38","16","38","95","15.789","45","58","94","51","33","59","36.364","58","54","21","17","0","25","68","20","68","52","32","20","16","29","24","68","96","76","100","44","20","32","56","96","68","32","4","28","28","12","20","0","4"
"3488","was","1973","10","4","-1.7","1","Division","2","325","3797","862","4.4","232","209","372","2358","20","14","5.9","131","459","1439","9","3.1","76","32","198","3779","939","4","233","203","406","2176","12","26","4.7","119","480","1603","8","3.3","89","44","6","18","14","9","6","5","8","7","18","25","20","26","12","6","9","15","25","18","9","2","8","8","4","6","1","2","56",NULL,"0","82","18","17.91","17",NULL,"72","38","50","43.75","42","63","60","68","73","24","70.588","82","27","3","27","0","0","38","16","38","95","15.789","45","58","94","51","33","59","36.364","58","54","21","17","0","25","68","20","68","52","32","20","16","29","24","68","96","76","100","44","20","32","56","96","68","32","4","28","28","12","20","0","4"
"3489","ram","1973","12","2","-1.7","6","Division","2","388","4906","947","5.2","294","144","271","1981","22","11","6.9","101","659","2925","18","4.4","177","20","178","2951","739","4","173","179","328","1681","10","20","4.5","87","366","1270","5","3.5","71","38","1","1","1","23","13","3","2","1","1","2","2","5","1","4","1","1","11","7","4","8","6","1","1","1","5","5","88",NULL,"0","100","0","17.91","100",NULL,"100","100","100","93.75","100","27","22","49","82","10","100","47","100","90","87","65","100","0","9","0","0","15.789","0","38","50","22","24","37","30.303","22","0","0","0","11.111","0","50","0","0","0","88","48","8","4","0","0","4","4","16","0","12","0","0","40","24","12","28","20","0","0","0","16","16"
"3490","ram","1973","12","2","-1.7","6","Division","2","388","4906","947","5.2","294","144","271","1981","22","11","6.9","101","659","2925","18","4.4","177","20","178","2951","739","4","173","179","328","1681","10","20","4.5","87","366","1270","5","3.5","71","38","1","1","1","23","13","3","2","1","1","2","2","5","1","4","1","1","11","7","4","8","6","1","1","1","5","5","88",NULL,"0","100","0","17.91","100",NULL,"100","100","100","93.75","100","27","22","49","82","10","100","47","100","90","87","65","100","0","9","0","0","15.789","0","38","50","22","24","37","30.303","22","0","0","0","11.111","0","50","0","0","0","88","48","8","4","0","0","4","4","16","0","12","0","0","40","24","12","28","20","0","0","0","16","16"
"3491","ram","1973","12","2","-1.7","6","Division","2","388","4906","947","5.2","294","144","271","1981","22","11","6.9","101","659","2925","18","4.4","177","20","178","2951","739","4","173","179","328","1681","10","20","4.5","87","366","1270","5","3.5","71","38","1","1","1","23","13","3","2","1","1","2","2","5","1","4","1","1","11","7","4","8","6","1","1","1","5","5","88",NULL,"0","100","0","17.91","100",NULL,"100","100","100","93.75","100","27","22","49","82","10","100","47","100","90","87","65","100","0","9","0","0","15.789","0","38","50","22","24","37","30.303","22","0","0","0","11.111","0","50","0","0","0","88","48","8","4","0","0","4","4","16","0","12","0","0","40","24","12","28","20","0","0","0","16","16"
"3492","was","1973","10","4","-1.7","1","Division","2","325","3797","862","4.4","232","209","372","2358","20","14","5.9","131","459","1439","9","3.1","76","32","198","3779","939","4","233","203","406","2176","12","26","4.7","119","480","1603","8","3.3","89","44","6","18","14","9","6","5","8","7","18","25","20","26","12","6","9","15","25","18","9","2","8","8","4","6","1","2","56",NULL,"0","82","18","17.91","17",NULL,"72","38","50","43.75","42","63","60","68","73","24","70.588","82","27","3","27","0","0","38","16","38","95","15.789","45","58","94","51","33","59","36.364","58","54","21","17","0","25","68","20","68","52","32","20","16","29","24","68","96","76","100","44","20","32","56","96","68","32","4","28","28","12","20","0","4"
"3493","ram","1973","12","2","-1.7","6","Division","2","388","4906","947","5.2","294","144","271","1981","22","11","6.9","101","659","2925","18","4.4","177","20","178","2951","739","4","173","179","328","1681","10","20","4.5","87","366","1270","5","3.5","71","38","1","1","1","23","13","3","2","1","1","2","2","5","1","4","1","1","11","7","4","8","6","1","1","1","5","5","88",NULL,"0","100","0","17.91","100",NULL,"100","100","100","93.75","100","27","22","49","82","10","100","47","100","90","87","65","100","0","9","0","0","15.789","0","38","50","22","24","37","30.303","22","0","0","0","11.111","0","50","0","0","0","88","48","8","4","0","0","4","4","16","0","12","0","0","40","24","12","28","20","0","0","0","16","16"
"3494","ram","1973","12","2","-1.7","6","Division","2","388","4906","947","5.2","294","144","271","1981","22","11","6.9","101","659","2925","18","4.4","177","20","178","2951","739","4","173","179","328","1681","10","20","4.5","87","366","1270","5","3.5","71","38","1","1","1","23","13","3","2","1","1","2","2","5","1","4","1","1","11","7","4","8","6","1","1","1","5","5","88",NULL,"0","100","0","17.91","100",NULL,"100","100","100","93.75","100","27","22","49","82","10","100","47","100","90","87","65","100","0","9","0","0","15.789","0","38","50","22","24","37","30.303","22","0","0","0","11.111","0","50","0","0","0","88","48","8","4","0","0","4","4","16","0","12","0","0","40","24","12","28","20","0","0","0","16","16"
"3495","ram","1973","12","2","-1.7","6","Division","2","388","4906","947","5.2","294","144","271","1981","22","11","6.9","101","659","2925","18","4.4","177","20","178","2951","739","4","173","179","328","1681","10","20","4.5","87","366","1270","5","3.5","71","38","1","1","1","23","13","3","2","1","1","2","2","5","1","4","1","1","11","7","4","8","6","1","1","1","5","5","88",NULL,"0","100","0","17.91","100",NULL,"100","100","100","93.75","100","27","22","49","82","10","100","47","100","90","87","65","100","0","9","0","0","15.789","0","38","50","22","24","37","30.303","22","0","0","0","11.111","0","50","0","0","0","88","48","8","4","0","0","4","4","16","0","12","0","0","40","24","12","28","20","0","0","0","16","16"
"3564","mia","1974","11","3","-1.8","3","Division","2","327","4275","884","4.8","272","171","283","2084","18","18","6.6","118","570","2191","25","3.8","134","31","216","3806","807","4.7","208","200","372","2182","14","16","5.4","117","404","1624","7","4","83","33","3","11","3","25","16","7","11","2","1","4","1","13","10","6","8","4","14","16","13","19","16","2","7","2","16","12","0",NULL,"0","90","10","6.667","50",NULL,"89","68","46","68.421","81","33","15","52","58","43","100","46","100","76","100","50","82","37","21","42","3","61.111","21","59","53","59","43","37","53.125","58","9","26","18","57.143","26","48","8","40","8","96","60","24","40","4","0","12","0","48","36","20","28","12","52","60","52","72","60","4","24","4","60","44"
"3565","was","1974","10","4","1.4","2","Division","2","320","4245","908","4.7","249","254","413","2802","22","11","6.4","156","470","1443","11","3.1","77","20","196","3285","844","3.9","210","197","399","1846","13","25","4.3","114","414","1439","7","3.5","79","40","4","12","10","3","1","2","2","5","14","23","18","26","2","4","2","5","19","5","8","3","2","3","3","2","6","4","52",NULL,"0","80","20","77.778","33",NULL,"86","66","61","63.158","62","97","77","100","75","13","94.118","100","42","8","26","0","1","8","9","12","26","16.667","23","56","73","32","36","84","18.75","53","13","11","18","21.429","21","74","12","44","36","8","0","4","4","16","52","88","68","100","4","12","4","16","72","16","30","8","4","8","8","4","20","12"
"3566","was","1974","10","4","1.4","2","Division","2","320","4245","908","4.7","249","254","413","2802","22","11","6.4","156","470","1443","11","3.1","77","20","196","3285","844","3.9","210","197","399","1846","13","25","4.3","114","414","1439","7","3.5","79","40","4","12","10","3","1","2","2","5","14","23","18","26","2","4","2","5","19","5","8","3","2","3","3","2","6","4","52",NULL,"0","80","20","77.778","33",NULL,"86","66","61","63.158","62","97","77","100","75","13","94.118","100","42","8","26","0","1","8","9","12","26","16.667","23","56","73","32","36","84","18.75","53","13","11","18","21.429","21","74","12","44","36","8","0","4","4","16","52","88","68","100","4","12","4","16","72","16","30","8","4","8","8","4","20","12"
"3567","mia","1974","11","3","-1.8","3","Division","2","327","4275","884","4.8","272","171","283","2084","18","18","6.6","118","570","2191","25","3.8","134","31","216","3806","807","4.7","208","200","372","2182","14","16","5.4","117","404","1624","7","4","83","33","3","11","3","25","16","7","11","2","1","4","1","13","10","6","8","4","14","16","13","19","16","2","7","2","16","12","0",NULL,"0","90","10","6.667","50",NULL,"89","68","46","68.421","81","33","15","52","58","43","100","46","100","76","100","50","82","37","21","42","3","61.111","21","59","53","59","43","37","53.125","58","9","26","18","57.143","26","48","8","40","8","96","60","24","40","4","0","12","0","48","36","20","28","12","52","60","52","72","60","4","24","4","60","44"
"3568","mia","1974","11","3","-1.8","3","Division","2","327","4275","884","4.8","272","171","283","2084","18","18","6.6","118","570","2191","25","3.8","134","31","216","3806","807","4.7","208","200","372","2182","14","16","5.4","117","404","1624","7","4","83","33","3","11","3","25","16","7","11","2","1","4","1","13","10","6","8","4","14","16","13","19","16","2","7","2","16","12","0",NULL,"0","90","10","6.667","50",NULL,"89","68","46","68.421","81","33","15","52","58","43","100","46","100","76","100","50","82","37","21","42","3","61.111","21","59","53","59","43","37","53.125","58","9","26","18","57.143","26","48","8","40","8","96","60","24","40","4","0","12","0","48","36","20","28","12","52","60","52","72","60","4","24","4","60","44"
"3569","was","1974","10","4","1.4","2","Division","2","320","4245","908","4.7","249","254","413","2802","22","11","6.4","156","470","1443","11","3.1","77","20","196","3285","844","3.9","210","197","399","1846","13","25","4.3","114","414","1439","7","3.5","79","40","4","12","10","3","1","2","2","5","14","23","18","26","2","4","2","5","19","5","8","3","2","3","3","2","6","4","52",NULL,"0","80","20","77.778","33",NULL,"86","66","61","63.158","62","97","77","100","75","13","94.118","100","42","8","26","0","1","8","9","12","26","16.667","23","56","73","32","36","84","18.75","53","13","11","18","21.429","21","74","12","44","36","8","0","4","4","16","52","88","68","100","4","12","4","16","72","16","30","8","4","8","8","4","20","12"
"3570","mia","1974","11","3","-1.8","3","Division","2","327","4275","884","4.8","272","171","283","2084","18","18","6.6","118","570","2191","25","3.8","134","31","216","3806","807","4.7","208","200","372","2182","14","16","5.4","117","404","1624","7","4","83","33","3","11","3","25","16","7","11","2","1","4","1","13","10","6","8","4","14","16","13","19","16","2","7","2","16","12","0",NULL,"0","90","10","6.667","50",NULL,"89","68","46","68.421","81","33","15","52","58","43","100","46","100","76","100","50","82","37","21","42","3","61.111","21","59","53","59","43","37","53.125","58","9","26","18","57.143","26","48","8","40","8","96","60","24","40","4","0","12","0","48","36","20","28","12","52","60","52","72","60","4","24","4","60","44"
